diseases,symptoms
Systemic Sclerosis,Dry Eyes
Sjogren's Syndrome,Dry Mouth
Rheumatoid Arthritis,Dry Mouth
Systemic Sclerosis,Dry Mouth
Sjogren's Syndrome,Joint Stiffness
Rheumatoid Arthritis,Joint Stiffness
Systemic Sclerosis,Joint Stiffness
Myositis,Muscle Weakness
Polymyositis,Muscle Weakness
Dermatomyositis,Muscle Weakness
Myositis,Difficulty Swallowing
Polymyositis,Difficulty Swallowing
Dermatomyositis,Difficulty Swallowing
Myositis,Difficulty Breathing
Polymyositis,Difficulty Breathing
Dermatomyositis,Difficulty Breathing
Hay Fever,Sneezing
Asthma,Sneezing
Allergic Rhinitis,Sneezing
Eczema,Sneezing
Dermatitis,Sneezing
Hay Fever,Runny Nose
Asthma,Runny Nose
Allergic Rhinitis,Runny Nose
Eczema,Runny Nose
Dermatitis,Runny Nose
Hay Fever,Itchy Eyes
Asthma,Itchy Eyes
Allergic Rhinitis,Itchy Eyes
Eczema,Itchy Eyes
Dermatitis,Itchy Eyes
Hay Fever,Rash
Asthma,Rash
Allergic Rhinitis,Rash
Eczema,Rash
Dermatitis,Rash
Asthma,Difficulty Breathing
Allergic Bronchitis,Difficulty Breathing
Chronic Obstructive Pulmonary Disease (COPD),Difficulty Breathing
Anaphylaxis,Difficulty Breathing
Asthma,Wheezing
Allergic Bronchitis,Wheezing
Chronic Obstructive Pulmonary Disease (COPD),Wheezing
Anaphylaxis,Wheezing
Asthma,Chest Tightness
Allergic Bronchitis,Chest Tightness
Chronic Obstructive Pulmonary Disease (COPD),Chest Tightness
Anaphylaxis,Chest Tightness
Asthma,Cough
Allergic Bronchitis,Cough
Chronic Obstructive Pulmonary Disease (COPD),Cough
Anaphylaxis,Cough
Food Allergy,Stomach Pain
Lactose Intolerance,Stomach Pain
Celiac Disease,Stomach Pain
Irritable Bowel Syndrome,Stomach Pain
Food Allergy,Diarrhea
Lactose Intolerance,Diarrhea
Celiac Disease,Diarrhea
Irritable Bowel Syndrome,Diarrhea
Food Allergy,Vomiting
Lactose Intolerance,Vomiting
Celiac Disease,Vomiting
Irritable Bowel Syndrome,Vomiting
Food Allergy,Hives
Lactose Intolerance,Hives
Celiac Disease,Hives
Irritable Bowel Syndrome,Hives
Oral Allergy Syndrome,Swollen Lips
Food Allergy,Swollen Lips
Anaphylaxis,Swollen Lips
Drug Allergy,Swollen Lips
Oral Allergy Syndrome,Itchy Throat
Food Allergy,Itchy Throat
Anaphylaxis,Itchy Throat
Drug Allergy,Itchy Throat
Oral Allergy Syndrome,Difficulty Swallowing
Food Allergy,Difficulty Swallowing
Anaphylaxis,Difficulty Swallowing
Drug Allergy,Difficulty Swallowing
Oral Allergy Syndrome,Nausea
Food Allergy,Nausea
Anaphylaxis,Nausea
Drug Allergy,Nausea
Sinusitis,Headache
Allergic Rhinitis,Headache
Migraine,Headache
Chronic Fatigue Syndrome,Headache
Fibromyalgia,Headache
Sinusitis,Fatigue
Allergic Rhinitis,Fatigue
Migraine,Fatigue
Chronic Fatigue Syndrome,Fatigue
Fibromyalgia,Fatigue
Sinusitis,Dizziness
Allergic Rhinitis,Dizziness
Migraine,Dizziness
Chronic Fatigue Syndrome,Dizziness
Fibromyalgia,Dizziness
Sinusitis,Nasal Congestion
Allergic Rhinitis,Nasal Congestion
Migraine,Nasal Congestion
Chronic Fatigue Syndrome,Nasal Congestion
Fibromyalgia,Nasal Congestion
Osteoarthritis,Joint pain
Rheumatoid Arthritis,Joint pain
Gout,Joint pain
Osteoarthritis,Stiffness
Rheumatoid Arthritis,Stiffness
Gout,Stiffness
Osteoarthritis,Swelling
Rheumatoid Arthritis,Swelling
Gout,Swelling
Lupus,Fever
Sjogren's Syndrome,Fever
Rheumatic Fever,Fever
Lupus,Rash
Sjogren's Syndrome,Rash
Rheumatic Fever,Rash
Lupus,Joint inflammation
Sjogren's Syndrome,Joint inflammation
Rheumatic Fever,Joint inflammation
Fibromyalgia,Fatigue
Polymyositis,Fatigue
Multiple Sclerosis,Fatigue
Fibromyalgia,Muscle weakness
Polymyositis,Muscle weakness
Multiple Sclerosis,Muscle weakness
Fibromyalgia,Numbness
Polymyositis,Numbness
Multiple Sclerosis,Numbness
Sjogren's Syndrome,Dry eyes
Rheumatoid Arthritis,Dry eyes
Systemic Sclerosis,Dry eyes
Sjogren's Syndrome,Dry mouth
Rheumatoid Arthritis,Dry mouth
Systemic Sclerosis,Dry mouth
Sjogren's Syndrome,Joint pain
Rheumatoid Arthritis,Joint pain
Systemic Sclerosis,Joint pain
Fibromyalgia,Morning stiffness
Ankylosing Spondylitis,Morning stiffness
Polymyalgia Rheumatica,Morning stiffness
Fibromyalgia,Fatigue
Ankylosing Spondylitis,Fatigue
Polymyalgia Rheumatica,Fatigue
Fibromyalgia,Tender points
Ankylosing Spondylitis,Tender points
Polymyalgia Rheumatica,Tender points
Cavities,Toothache
Gingivitis,Toothache
Periodontitis,Toothache
Cavities,Swollen Gums
Gingivitis,Swollen Gums
Periodontitis,Swollen Gums
Cavities,Bad Breath
Gingivitis,Bad Breath
Periodontitis,Bad Breath
Tooth Abscess,Tooth Sensitivity
Temporomandibular Joint Disorder,Tooth Sensitivity
Oral Cancer,Tooth Sensitivity
Tooth Abscess,Jaw Pain
Temporomandibular Joint Disorder,Jaw Pain
Oral Cancer,Jaw Pain
Tooth Abscess,Difficulty Chewing
Temporomandibular Joint Disorder,Difficulty Chewing
Oral Cancer,Difficulty Chewing
Gingivitis,Bleeding Gums
Periodontitis,Bleeding Gums
Oral Cancer,Bleeding Gums
Gingivitis,Loose Teeth
Periodontitis,Loose Teeth
Oral Cancer,Loose Teeth
Gingivitis,Red or White Patches in Mouth
Periodontitis,Red or White Patches in Mouth
Oral Cancer,Red or White Patches in Mouth
Xerostomia,Dry Mouth
Esophageal Disorders,Dry Mouth
Oral Thrush,Dry Mouth
Xerostomia,Difficulty Swallowing
Esophageal Disorders,Difficulty Swallowing
Oral Thrush,Difficulty Swallowing
Xerostomia,Changes in Taste
Esophageal Disorders,Changes in Taste
Oral Thrush,Changes in Taste
Canker Sores,Mouth Sores
Angular Cheilitis,Mouth Sores
Dry Mouth Syndrome,Mouth Sores
Canker Sores,Cracked Lips
Angular Cheilitis,Cracked Lips
Dry Mouth Syndrome,Cracked Lips
Canker Sores,Dry Tongue
Angular Cheilitis,Dry Tongue
Dry Mouth Syndrome,Dry Tongue
Diabetes,Weight gain
Hypothyroidism,Weight gain
Polycystic Ovary Syndrome,Weight gain
Diabetes,Increased thirst
Hypothyroidism,Increased thirst
Polycystic Ovary Syndrome,Increased thirst
Diabetes,Frequent urination
Hypothyroidism,Frequent urination
Polycystic Ovary Syndrome,Frequent urination
Hyperthyroidism,Extreme fatigue
Cushing's Syndrome,Extreme fatigue
Addison's Disease,Extreme fatigue
Hyperthyroidism,Unexplained weight loss
Cushing's Syndrome,Unexplained weight loss
Addison's Disease,Unexplained weight loss
Hyperthyroidism,Increased appetite
Cushing's Syndrome,Increased appetite
Addison's Disease,Increased appetite
Hepatitis B,Jaundice
Fatty Liver Disease,Jaundice
Celiac Disease,Jaundice
Hepatitis B,Abdominal pain
Fatty Liver Disease,Abdominal pain
Celiac Disease,Abdominal pain
Hepatitis B,Loss of appetite
Fatty Liver Disease,Loss of appetite
Celiac Disease,Loss of appetite
Diabetic Neuropathy,Muscle weakness
Vitamin B12 Deficiency,Muscle weakness
Diabetic Retinopathy,Muscle weakness
Diabetic Neuropathy,Numbness in hands and feet
Vitamin B12 Deficiency,Numbness in hands and feet
Diabetic Retinopathy,Numbness in hands and feet
Diabetic Neuropathy,Blurred vision
Vitamin B12 Deficiency,Blurred vision
Diabetic Retinopathy,Blurred vision
Stroke,Confusion
Dementia,Confusion
Multiple Sclerosis,Confusion
Stroke,Difficulty speaking
Dementia,Difficulty speaking
Multiple Sclerosis,Difficulty speaking
Stroke,Paralysis
Dementia,Paralysis
Multiple Sclerosis,Paralysis
Hypertensive Crisis,Headache
Hypertensive Retinopathy,Headache
Hypertensive Encephalopathy,Headache
Hypertensive Crisis,Blurred Vision
Hypertensive Retinopathy,Blurred Vision
Hypertensive Encephalopathy,Blurred Vision
Hypertensive Crisis,Dizziness
Hypertensive Retinopathy,Dizziness
Hypertensive Encephalopathy,Dizziness
Hypertensive Heart Disease,Chest Pain
Heart Attack,Chest Pain
Stroke,Chest Pain
Hypertensive Heart Disease,Difficulty Breathing
Heart Attack,Difficulty Breathing
Stroke,Difficulty Breathing
Hypertensive Heart Disease,Irregular Heartbeat
Heart Attack,Irregular Heartbeat
Stroke,Irregular Heartbeat
Hypertensive Emergency,Nausea
Chronic Kidney Disease,Nausea
Preeclampsia,Nausea
Hypertensive Emergency,Vomiting
Chronic Kidney Disease,Vomiting
Preeclampsia,Vomiting
Hypertensive Emergency,Fatigue
Chronic Kidney Disease,Fatigue
Preeclampsia,Fatigue
Essential Hypertension,Nosebleeds
Renal Artery Stenosis,Nosebleeds
Hyperthyroidism,Nosebleeds
Essential Hypertension,Facial Flushing
Renal Artery Stenosis,Facial Flushing
Hyperthyroidism,Facial Flushing
Essential Hypertension,Anxiety
Renal Artery Stenosis,Anxiety
Hyperthyroidism,Anxiety
Congestive Heart Failure,Swelling in Feet and Ankles
Chronic Obstructive Pulmonary Disease,Swelling in Feet and Ankles
Pulmonary Hypertension,Swelling in Feet and Ankles
Congestive Heart Failure,Fatigue
Chronic Obstructive Pulmonary Disease,Fatigue
Pulmonary Hypertension,Fatigue
Congestive Heart Failure,Shortness of Breath
Chronic Obstructive Pulmonary Disease,Shortness of Breath
Pulmonary Hypertension,Shortness of Breath
Malnutrition,Weight Loss
Anorexia Nervosa,Weight Loss
Celiac Disease,Weight Loss
Diabetes,Weight Loss
Thyroid Disorders,Weight Loss
Malnutrition,Poor Appetite
Anorexia Nervosa,Poor Appetite
Celiac Disease,Poor Appetite
Diabetes,Poor Appetite
Thyroid Disorders,Poor Appetite
Malnutrition,Fatigue
Anorexia Nervosa,Fatigue
Celiac Disease,Fatigue
Diabetes,Fatigue
Thyroid Disorders,Fatigue
Malnutrition,Dry Skin
Anorexia Nervosa,Dry Skin
Celiac Disease,Dry Skin
Diabetes,Dry Skin
Thyroid Disorders,Dry Skin
Malnutrition,Weakness
Anorexia Nervosa,Weakness
Celiac Disease,Weakness
Diabetes,Weakness
Thyroid Disorders,Weakness
Iron Deficiency Anemia,Pale Skin
Vitamin B12 Deficiency,Pale Skin
Hypothyroidism,Pale Skin
Kidney Disease,Pale Skin
Chronic Malnutrition,Pale Skin
Iron Deficiency Anemia,Brittle Hair
Vitamin B12 Deficiency,Brittle Hair
Hypothyroidism,Brittle Hair
Kidney Disease,Brittle Hair
Chronic Malnutrition,Brittle Hair
Iron Deficiency Anemia,Dizziness
Vitamin B12 Deficiency,Dizziness
Hypothyroidism,Dizziness
Kidney Disease,Dizziness
Chronic Malnutrition,Dizziness
Iron Deficiency Anemia,Numbness in Hands and Feet
Vitamin B12 Deficiency,Numbness in Hands and Feet
Hypothyroidism,Numbness in Hands and Feet
Kidney Disease,Numbness in Hands and Feet
Chronic Malnutrition,Numbness in Hands and Feet
Iron Deficiency Anemia,Difficulty Concentrating
Vitamin B12 Deficiency,Difficulty Concentrating
Hypothyroidism,Difficulty Concentrating
Kidney Disease,Difficulty Concentrating
Chronic Malnutrition,Difficulty Concentrating
Gastroenteritis,Abdominal Pain
Irritable Bowel Syndrome,Abdominal Pain
Inflammatory Bowel Disease,Abdominal Pain
Malabsorption Syndrome,Abdominal Pain
Food Allergies,Abdominal Pain
Gastroenteritis,Diarrhea
Irritable Bowel Syndrome,Diarrhea
Inflammatory Bowel Disease,Diarrhea
Malabsorption Syndrome,Diarrhea
Food Allergies,Diarrhea
Gastroenteritis,Bloating
Irritable Bowel Syndrome,Bloating
Inflammatory Bowel Disease,Bloating
Malabsorption Syndrome,Bloating
Food Allergies,Bloating
Gastroenteritis,Nausea
Irritable Bowel Syndrome,Nausea
Inflammatory Bowel Disease,Nausea
Malabsorption Syndrome,Nausea
Food Allergies,Nausea
Gastroenteritis,Vomiting
Irritable Bowel Syndrome,Vomiting
Inflammatory Bowel Disease,Vomiting
Malabsorption Syndrome,Vomiting
Food Allergies,Vomiting
Protein-Energy Malnutrition,Delayed Growth
Kwashiorkor,Delayed Growth
Marasmus,Delayed Growth
Zinc Deficiency,Delayed Growth
Vitamin D Deficiency,Delayed Growth
Protein-Energy Malnutrition,Irritability
Kwashiorkor,Irritability
Marasmus,Irritability
Zinc Deficiency,Irritability
Vitamin D Deficiency,Irritability
Protein-Energy Malnutrition,Frequent Infections
Kwashiorkor,Frequent Infections
Marasmus,Frequent Infections
Zinc Deficiency,Frequent Infections
Vitamin D Deficiency,Frequent Infections
Protein-Energy Malnutrition,Poor Wound Healing
Kwashiorkor,Poor Wound Healing
Marasmus,Poor Wound Healing
Zinc Deficiency,Poor Wound Healing
Vitamin D Deficiency,Poor Wound Healing
Protein-Energy Malnutrition,Muscle Weakness
Kwashiorkor,Muscle Weakness
Marasmus,Muscle Weakness
Zinc Deficiency,Muscle Weakness
Vitamin D Deficiency,Muscle Weakness
Vitamin A Deficiency,Dry Eyes
Zinc Deficiency,Dry Eyes
Essential Fatty Acid Deficiency,Dry Eyes
Vitamin K Deficiency,Dry Eyes
Cystic Fibrosis,Dry Eyes
Vitamin A Deficiency,Night Blindness
Zinc Deficiency,Night Blindness
Essential Fatty Acid Deficiency,Night Blindness
Vitamin K Deficiency,Night Blindness
Cystic Fibrosis,Night Blindness
Vitamin A Deficiency,Dry Skin
Zinc Deficiency,Dry Skin
Essential Fatty Acid Deficiency,Dry Skin
Vitamin K Deficiency,Dry Skin
Cystic Fibrosis,Dry Skin
Vitamin A Deficiency,Delayed Wound Healing
Zinc Deficiency,Delayed Wound Healing
Essential Fatty Acid Deficiency,Delayed Wound Healing
Vitamin K Deficiency,Delayed Wound Healing
Cystic Fibrosis,Delayed Wound Healing
Vitamin A Deficiency,Easy Bruising
Zinc Deficiency,Easy Bruising
Essential Fatty Acid Deficiency,Easy Bruising
Vitamin K Deficiency,Easy Bruising
Cystic Fibrosis,Easy Bruising
Psoriasis,Redness
Eczema,Redness
Ringworm,Redness
Psoriasis,Itching
Eczema,Itching
Ringworm,Itching
Psoriasis,Scaly rash
Eczema,Scaly rash
Ringworm,Scaly rash
Chickenpox,Blisters
Shingles,Blisters
Impetigo,Blisters
Chickenpox,Fever
Shingles,Fever
Impetigo,Fever
Chickenpox,Muscle aches
Shingles,Muscle aches
Impetigo,Muscle aches
Herpes,Painful sores
Syphilis,Painful sores
Gonorrhea,Painful sores
Herpes,Swelling
Syphilis,Swelling
Gonorrhea,Swelling
Herpes,Headache
Syphilis,Headache
Gonorrhea,Headache
Leprosy,Bumps
Scabies,Bumps
Alopecia,Bumps
Leprosy,Flaking skin
Scabies,Flaking skin
Alopecia,Flaking skin
Leprosy,Hair loss
Scabies,Hair loss
Alopecia,Hair loss
Yeast infection,Foul odor
Trichomoniasis,Foul odor
Chlamydia,Foul odor
Yeast infection,Discharge
Trichomoniasis,Discharge
Chlamydia,Discharge
Yeast infection,Painful urination
Trichomoniasis,Painful urination
Chlamydia,Painful urination
GERD,Heartburn
Peptic Ulcer Disease,Heartburn
Gastritis,Heartburn
GERD,Regurgitation
Peptic Ulcer Disease,Regurgitation
Gastritis,Regurgitation
GERD,Difficulty Swallowing
Peptic Ulcer Disease,Difficulty Swallowing
Gastritis,Difficulty Swallowing
Gallstones,Nausea
Pancreatitis,Nausea
Gastric Cancer,Nausea
Gallstones,Vomiting
Pancreatitis,Vomiting
Gastric Cancer,Vomiting
Gallstones,Abdominal Pain
Pancreatitis,Abdominal Pain
Gastric Cancer,Abdominal Pain
GERD,Chronic Cough
Laryngopharyngeal Reflux Disease (LPRD),Chronic Cough
Chronic Obstructive Pulmonary Disease (COPD),Chronic Cough
GERD,Hoarseness
Laryngopharyngeal Reflux Disease (LPRD),Hoarseness
Chronic Obstructive Pulmonary Disease (COPD),Hoarseness
GERD,Asthma
Laryngopharyngeal Reflux Disease (LPRD),Asthma
Chronic Obstructive Pulmonary Disease (COPD),Asthma
Irritable Bowel Syndrome (IBS),Bloating
Lactose Intolerance,Bloating
Celiac Disease,Bloating
Irritable Bowel Syndrome (IBS),Gas
Lactose Intolerance,Gas
Celiac Disease,Gas
Irritable Bowel Syndrome (IBS),Constipation
Lactose Intolerance,Constipation
Celiac Disease,Constipation
GERD,Chest Pain
Esophageal Spasm,Chest Pain
Panic Disorder,Chest Pain
GERD,Difficulty Breathing
Esophageal Spasm,Difficulty Breathing
Panic Disorder,Difficulty Breathing
GERD,Anxiety
Esophageal Spasm,Anxiety
Panic Disorder,Anxiety
Hypothyroidism,Weight gain
Hashimoto's disease,Weight gain
Graves' disease,Weight gain
Goiter,Weight gain
Thyroid nodules,Weight gain
Hypothyroidism,Fatigue
Hashimoto's disease,Fatigue
Graves' disease,Fatigue
Goiter,Fatigue
Thyroid nodules,Fatigue
Hypothyroidism,Dry skin
Hashimoto's disease,Dry skin
Graves' disease,Dry skin
Goiter,Dry skin
Thyroid nodules,Dry skin
Hypothyroidism,Constipation
Hashimoto's disease,Constipation
Graves' disease,Constipation
Goiter,Constipation
Thyroid nodules,Constipation
Hypothyroidism,Puffy face
Hashimoto's disease,Puffy face
Graves' disease,Puffy face
Goiter,Puffy face
Thyroid nodules,Puffy face
Hyperthyroidism,Weight loss
Graves' disease,Weight loss
Thyroiditis,Weight loss
Thyroid storm,Weight loss
Thyroid cancer,Weight loss
Hyperthyroidism,Rapid heart rate
Graves' disease,Rapid heart rate
Thyroiditis,Rapid heart rate
Thyroid storm,Rapid heart rate
Thyroid cancer,Rapid heart rate
Hyperthyroidism,Anxiety
Graves' disease,Anxiety
Thyroiditis,Anxiety
Thyroid storm,Anxiety
Thyroid cancer,Anxiety
Hyperthyroidism,Tremors
Graves' disease,Tremors
Thyroiditis,Tremors
Thyroid storm,Tremors
Thyroid cancer,Tremors
Hyperthyroidism,Diarrhea
Graves' disease,Diarrhea
Thyroiditis,Diarrhea
Thyroid storm,Diarrhea
Thyroid cancer,Diarrhea
Hypothyroidism,Hair loss
Hashimoto's disease,Hair loss
Thyroiditis,Hair loss
Thyroid nodules,Hair loss
Thyroid cancer,Hair loss
Hypothyroidism,Depression
Hashimoto's disease,Depression
Thyroiditis,Depression
Thyroid nodules,Depression
Thyroid cancer,Depression
Hypothyroidism,Memory problems
Hashimoto's disease,Memory problems
Thyroiditis,Memory problems
Thyroid nodules,Memory problems
Thyroid cancer,Memory problems
Hypothyroidism,Cold intolerance
Hashimoto's disease,Cold intolerance
Thyroiditis,Cold intolerance
Thyroid nodules,Cold intolerance
Thyroid cancer,Cold intolerance
Hypothyroidism,Muscle cramps
Hashimoto's disease,Muscle cramps
Thyroiditis,Muscle cramps
Thyroid nodules,Muscle cramps
Thyroid cancer,Muscle cramps
Hyperthyroidism,Irritability
Graves' disease,Irritability
Thyroiditis,Irritability
Thyroid storm,Irritability
Thyroid cancer,Irritability
Hyperthyroidism,Sleep disturbances
Graves' disease,Sleep disturbances
Thyroiditis,Sleep disturbances
Thyroid storm,Sleep disturbances
Thyroid cancer,Sleep disturbances
Hyperthyroidism,Heat intolerance
Graves' disease,Heat intolerance
Thyroiditis,Heat intolerance
Thyroid storm,Heat intolerance
Thyroid cancer,Heat intolerance
Hyperthyroidism,Hand tremors
Graves' disease,Hand tremors
Thyroiditis,Hand tremors
Thyroid storm,Hand tremors
Thyroid cancer,Hand tremors
Hyperthyroidism,Weight loss
Graves' disease,Weight loss
Thyroiditis,Weight loss
Thyroid storm,Weight loss
Thyroid cancer,Weight loss
Hypothyroidism,Irregular periods
Hashimoto's disease,Irregular periods
Thyroiditis,Irregular periods
Thyroid nodules,Irregular periods
Thyroid cancer,Irregular periods
Hypothyroidism,Infertility
Hashimoto's disease,Infertility
Thyroiditis,Infertility
Thyroid nodules,Infertility
Thyroid cancer,Infertility
Hypothyroidism,Decreased libido
Hashimoto's disease,Decreased libido
Thyroiditis,Decreased libido
Thyroid nodules,Decreased libido
Thyroid cancer,Decreased libido
Hypothyroidism,Dry skin
Hashimoto's disease,Dry skin
Thyroiditis,Dry skin
Thyroid nodules,Dry skin
Thyroid cancer,Dry skin
Hypothyroidism,Weight gain
Hashimoto's disease,Weight gain
Thyroiditis,Weight gain
Thyroid nodules,Weight gain
Thyroid cancer,Weight gain
Hemophilia,Excessive bruising
von Willebrand disease,Excessive bruising
Idiopathic thrombocytopenic purpura,Excessive bruising
Hemophilia,Bleeding gums
von Willebrand disease,Bleeding gums
Idiopathic thrombocytopenic purpura,Bleeding gums
Hemophilia,Heavy menstruation
von Willebrand disease,Heavy menstruation
Idiopathic thrombocytopenic purpura,Heavy menstruation
Deep vein thrombosis,Joint pain
Factor V Leiden,Joint pain
Antiphospholipid syndrome,Joint pain
Deep vein thrombosis,Swollen legs
Factor V Leiden,Swollen legs
Antiphospholipid syndrome,Swollen legs
Deep vein thrombosis,Shortness of breath
Factor V Leiden,Shortness of breath
Antiphospholipid syndrome,Shortness of breath
Von Willebrand disease,Easy bruising
Hemophilia,Easy bruising
Thrombotic thrombocytopenic purpura,Easy bruising
Von Willebrand disease,Red spots on skin
Hemophilia,Red spots on skin
Thrombotic thrombocytopenic purpura,Red spots on skin
Von Willebrand disease,Nosebleeds
Hemophilia,Nosebleeds
Thrombotic thrombocytopenic purpura,Nosebleeds
Stroke,Frequent headaches
Cerebral venous sinus thrombosis,Frequent headaches
Thrombotic thrombocytopenic purpura,Frequent headaches
Stroke,Vision changes
Cerebral venous sinus thrombosis,Vision changes
Thrombotic thrombocytopenic purpura,Vision changes
Stroke,Numbness or weakness in limbs
Cerebral venous sinus thrombosis,Numbness or weakness in limbs
Thrombotic thrombocytopenic purpura,Numbness or weakness in limbs
Von Willebrand disease,Painful periods
Hemophilia,Painful periods
Antiphospholipid syndrome,Painful periods
Von Willebrand disease,Fatigue
Hemophilia,Fatigue
Antiphospholipid syndrome,Fatigue
Von Willebrand disease,Dizziness
Hemophilia,Dizziness
Antiphospholipid syndrome,Dizziness
Common Cold,Cough
Influenza,Cough
COVID-19,Cough
Bronchitis,Cough
Pneumonia,Cough
Common Cold,Sore Throat
Influenza,Sore Throat
COVID-19,Sore Throat
Bronchitis,Sore Throat
Pneumonia,Sore Throat
Common Cold,Fever
Influenza,Fever
COVID-19,Fever
Bronchitis,Fever
Pneumonia,Fever
Tuberculosis,Cough
Respiratory Syncytial Virus,Cough
Measles,Cough
Pertussis,Cough
Sinusitis,Cough
Tuberculosis,Sore Throat
Respiratory Syncytial Virus,Sore Throat
Measles,Sore Throat
Pertussis,Sore Throat
Sinusitis,Sore Throat
Tuberculosis,Fatigue
Respiratory Syncytial Virus,Fatigue
Measles,Fatigue
Pertussis,Fatigue
Sinusitis,Fatigue
Lung Cancer,Cough
Pulmonary Fibrosis,Cough
Pulmonary Hypertension,Cough
Asthma,Cough
Chronic Obstructive Pulmonary Disease (COPD),Cough
Lung Cancer,Sore Throat
Pulmonary Fibrosis,Sore Throat
Pulmonary Hypertension,Sore Throat
Asthma,Sore Throat
Chronic Obstructive Pulmonary Disease (COPD),Sore Throat
Lung Cancer,Difficulty Breathing
Pulmonary Fibrosis,Difficulty Breathing
Pulmonary Hypertension,Difficulty Breathing
Asthma,Difficulty Breathing
Chronic Obstructive Pulmonary Disease (COPD),Difficulty Breathing
Diphtheria,Cough
Legionnaires' Disease,Cough
Meningitis,Cough
Scarlet Fever,Cough
Streptococcal Infection,Cough
Diphtheria,Sore Throat
Legionnaires' Disease,Sore Throat
Meningitis,Sore Throat
Scarlet Fever,Sore Throat
Streptococcal Infection,Sore Throat
Diphtheria,Headache
Legionnaires' Disease,Headache
Meningitis,Headache
Scarlet Fever,Headache
Streptococcal Infection,Headache
Allergies,Cough
Adenovirus,Cough
Rhinovirus,Cough
Coxsackievirus,Cough
Parainfluenza Virus,Cough
Allergies,Sore Throat
Adenovirus,Sore Throat
Rhinovirus,Sore Throat
Coxsackievirus,Sore Throat
Parainfluenza Virus,Sore Throat
Allergies,Runny Nose
Adenovirus,Runny Nose
Rhinovirus,Runny Nose
Coxsackievirus,Runny Nose
Parainfluenza Virus,Runny Nose
Hypothyroidism,Weight gain
Hashimoto's thyroiditis,Weight gain
Graves' disease,Weight gain
Hypothyroidism,Fatigue
Hashimoto's thyroiditis,Fatigue
Graves' disease,Fatigue
Hypothyroidism,Hair loss
Hashimoto's thyroiditis,Hair loss
Graves' disease,Hair loss
Hyperthyroidism,Weight loss
Graves' disease,Weight loss
Thyroid storm,Weight loss
Hyperthyroidism,Anxiety
Graves' disease,Anxiety
Thyroid storm,Anxiety
Hyperthyroidism,Rapid heartbeat
Graves' disease,Rapid heartbeat
Thyroid storm,Rapid heartbeat
Hypothyroidism,Dry skin
Hashimoto's thyroiditis,Dry skin
Thyroid nodules,Dry skin
Hypothyroidism,Constipation
Hashimoto's thyroiditis,Constipation
Thyroid nodules,Constipation
Hypothyroidism,Muscle cramps
Hashimoto's thyroiditis,Muscle cramps
Thyroid nodules,Muscle cramps
Hypothyroidism,Sensitivity to cold
Hashimoto's thyroiditis,Sensitivity to cold
Thyroid cancer,Sensitivity to cold
Hypothyroidism,Depression
Hashimoto's thyroiditis,Depression
Thyroid cancer,Depression
Hypothyroidism,Thinning hair
Hashimoto's thyroiditis,Thinning hair
Thyroid cancer,Thinning hair
Hyperthyroidism,Heart palpitations
Graves' disease,Heart palpitations
Thyroiditis,Heart palpitations
Hyperthyroidism,Tremors
Graves' disease,Tremors
Thyroiditis,Tremors
Hyperthyroidism,Insomnia
Graves' disease,Insomnia
Thyroiditis,Insomnia
Attention Deficit Hyperactivity Disorder (ADHD),Inattention
Oppositional Defiant Disorder (ODD),Inattention
Conduct Disorder (CD),Inattention
Attention Deficit Hyperactivity Disorder (ADHD),Hyperactivity
Oppositional Defiant Disorder (ODD),Hyperactivity
Conduct Disorder (CD),Hyperactivity
Attention Deficit Hyperactivity Disorder (ADHD),Impulsivity
Oppositional Defiant Disorder (ODD),Impulsivity
Conduct Disorder (CD),Impulsivity
Dyslexia,Difficulty staying organized
Dyscalculia,Difficulty staying organized
Dysgraphia,Difficulty staying organized
Dyslexia,Forgetfulness
Dyscalculia,Forgetfulness
Dysgraphia,Forgetfulness
Dyslexia,Difficulty following through
Dyscalculia,Difficulty following through
Dysgraphia,Difficulty following through
Bipolar Disorder,Trouble concentrating
Generalized Anxiety Disorder (GAD),Trouble concentrating
Obsessive Compulsive Disorder (OCD),Trouble concentrating
Bipolar Disorder,Difficulty sitting still
Generalized Anxiety Disorder (GAD),Difficulty sitting still
Obsessive Compulsive Disorder (OCD),Difficulty sitting still
Bipolar Disorder,Poor time management
Generalized Anxiety Disorder (GAD),Poor time management
Obsessive Compulsive Disorder (OCD),Poor time management
Intermittent Explosive Disorder (IED),Aggressive behavior
Conduct Disorder (CD),Aggressive behavior
Oppositional Defiant Disorder (ODD),Aggressive behavior
Intermittent Explosive Disorder (IED),Restlessness
Conduct Disorder (CD),Restlessness
Oppositional Defiant Disorder (ODD),Restlessness
Intermittent Explosive Disorder (IED),Difficulty completing tasks
Conduct Disorder (CD),Difficulty completing tasks
Oppositional Defiant Disorder (ODD),Difficulty completing tasks
Borderline Personality Disorder (BPD),Frequent mood swings
Substance Use Disorder (SUD),Frequent mood swings
Bipolar Disorder,Frequent mood swings
Borderline Personality Disorder (BPD),Difficulty paying attention
Substance Use Disorder (SUD),Difficulty paying attention
Bipolar Disorder,Difficulty paying attention
Borderline Personality Disorder (BPD),Poor decision-making skills
Substance Use Disorder (SUD),Poor decision-making skills
Bipolar Disorder,Poor decision-making skills
